alpha,ccp_alpha,criterion,init,learning_rate,loss,max_depth,max_features,max_leaf_nodes,min_impurity_decrease,min_samples_leaf,min_samples_split,min_weight_fraction_leaf,n_estimators,n_iter_no_change,random_state,subsample,tol,validation_fraction,verbose,warm_start
0.9,0.0,friedman_mse,,0.1,squared_error,3,,,0.0,1,2,0.0,200,,42,1.0,0.0001,0.1,0,False
