prix_reel,prix_pred,diff
16599,17290.470118092417,691.4701180924167
28499,26736.501163353085,-1762.4988366469152
24299,21197.449251563863,-3101.550748436137
23489,22929.019380274272,-559.9806197257276
15499,18983.264042571347,3484.264042571347
29999,25930.562223660152,-4068.437776339848
14999,15433.437269847545,434.4372698475454
17799,22580.280087060244,4781.280087060244
23499,20733.045112280954,-2765.9548877190464
14980,16446.15783783457,1466.1578378345694
14499,22495.81487067321,7996.81487067321
20699,17842.938520092084,-2856.061479907916
14999,16153.940128597274,1154.9401285972745
21499,19408.664499591752,-2090.3355004082478
18299,17000.102170216924,-1298.8978297830763
21499,25389.305233593823,3890.305233593823
23599,20774.395021211574,-2824.604978788426
11999,12496.567096262857,497.5670962628574
20980,20355.73035196759,-624.2696480324084
14999,16607.806786437337,1608.806786437337
15999,15924.949973580733,-74.05002641926694
11979,9994.80042857855,-1984.19957142145
19999,25460.91901678228,5461.919016782282
23999,22135.076770611508,-1863.9232293884925
13280,8994.608649731284,-4285.3913502687155
17999,23893.834787220596,5894.834787220596
10499,8190.309879529177,-2308.690120470823
15799,19824.1541062865,4025.1541062865
33299,28008.041620527594,-5290.958379472406
15299,16253.939177883072,954.9391778830723
15999,18282.33210792698,2283.332107926981
14499,18040.438797139806,3541.4387971398064
14499,19755.10136472871,5256.101364728711
15980,21792.975855413235,5812.975855413235
30799,25057.554395081577,-5741.445604918423
16499,17298.468082255466,799.4680822554656
13985,11771.955476482119,-2213.0445235178813
19999,20767.182563284514,768.1825632845139
36999,31681.220989177666,-5317.779010822334
15399,17869.081202975307,2470.081202975307
12777,17320.09639708577,4543.09639708577
24999,22799.808869701763,-2199.191130298237
23299,23891.202045822392,592.2020458223924
13799,17086.237009258282,3287.2370092582823
29799,26764.304683444247,-3034.6953165557534
11799,13895.946995916405,2096.9469959164053
16499,16594.469920960677,95.46992096067697
16999,18107.076899477877,1108.0768994778773
26999,27109.55586906248,110.55586906247845
15999,22088.817041629045,6089.817041629045
14499,18704.319159995004,4205.319159995004
17486,20680.112101963812,3194.112101963812
13199,12320.129876511179,-878.8701234888213
26899,23832.88799197933,-3066.112008020671
15936,17292.065334554514,1356.0653345545143
18979,26425.571494592125,7446.5714945921245
18999,16183.929727829025,-2815.070272170975
24579,30169.806969200567,5590.8069692005665
21499,25354.475467641125,3855.475467641125
12980,13155.934717957394,175.93471795739424
10499,9953.630107507288,-545.3698924927121
12499,13734.315460646363,1235.3154606463631
25499,25237.607646691828,-261.39235330817246
15499,17118.251349015893,1619.2513490158926
19299,21279.95298609688,1980.9529860968796
18989,22795.205228182993,3806.205228182993
14999,18572.83664813106,3573.8366481310586
10787,15499.728005790033,4712.728005790033
14499,20306.077488200535,5807.077488200535
10499,9949.382575074033,-549.6174249259675
19499,12853.498592058602,-6645.501407941398
9499,9150.628805824299,-348.371194175701
37986,31272.00157875084,-6713.998421249162
15439,24420.838596718088,8981.838596718088
17999,17466.19909039423,-532.8009096057685
17799,22725.853449724404,4926.853449724404
18799,15301.535204337486,-3497.464795662514
15399,16793.73987111514,1394.73987111514
21999,24576.461406108872,2577.4614061088723
22499,25824.73798703732,3325.737987037319
18187,22292.584371151595,4105.584371151595
16980,14458.334963565529,-2521.6650364344714
17699,18449.306655528784,750.3066555287842
17980,19938.703601744175,1958.703601744175
27999,22817.024636355454,-5181.975363644546
18999,22351.54473997259,3352.544739972589
12499,13944.628141381956,1445.628141381956
21499,24960.304457834976,3461.3044578349763
15499,22410.094161101275,6911.094161101275
17480,12864.353412566485,-4615.646587433515
19799,22652.413698811368,2853.413698811368
16499,18144.091110681962,1645.0911106819622
26499,24669.287807122182,-1829.7121928778179
18986,25492.452655088535,6506.452655088535
14999,16670.440072481197,1671.4400724811967
23299,32710.305321977146,9411.305321977146
18999,19270.18679383279,271.1867938327887
15280,17543.43476963583,2263.434769635831
13299,11757.266258907996,-1541.7337410920045
24499,21438.46637763376,-3060.5336223662416
31499,26622.69233848325,-4876.307661516748
19999,22022.748593507305,2023.7485935073055
29480,27234.275091428597,-2245.724908571403
15499,22294.803995055754,6795.803995055754
19980,25844.373643368446,5864.373643368446
17900,18135.960120024014,235.96012002401403
20499,19668.89951689716,-830.1004831028404
10799,12318.547330445386,1519.5473304453863
15299,13957.020040389209,-1341.9799596107914
17499,22350.331159277375,4851.331159277375
21999,20385.875508847654,-1613.1244911523463
18969,13767.742882085262,-5201.257117914738
13279,17016.219148051667,3737.2191480516667
12990,15386.127070393792,2396.1270703937917
19499,22615.983973460152,3116.983973460152
17280,17579.228969135682,299.22896913568184
20999,18887.168204251913,-2111.8317957480867
13299,12967.844571778576,-331.1554282214238
27999,25784.811182164714,-2214.1888178352856
26499,25307.012633697523,-1191.9873663024773
15499,17295.32692850782,1796.3269285078204
17999,24934.703489737985,6935.703489737985
18980,12869.571809555913,-6110.428190444087
18799,15734.71361914599,-3064.2863808540096
27299,26392.70627456911,-906.293725430889
18299,16532.58924507717,-1766.4107549228283
17989,18100.038131445624,111.03813144562446
12280,11746.739676252257,-533.2603237477433
14479,14561.474649172851,82.47464917285106
15299,16585.85349802464,1286.8534980246404
13380,10410.988871764992,-2969.011128235008
19499,22190.145638304653,2691.1456383046534
21499,23890.595255474786,2391.5952554747855
21499,25332.631015127237,3833.6310151272373
14799,17151.15190802696,2352.151908026961
22980,24276.476780422196,1296.4767804221956
16899,19119.59874311404,2220.5987431140384
33499,29200.020579368735,-4298.979420631265
12678,10303.01235865127,-2374.987641348731
25999,24179.23209363331,-1819.767906366691
25499,21915.656341528855,-3583.3436584711453
16999,18983.14828118358,1984.1482811835813
18799,18953.197028607836,154.19702860783582
