prix_reel,prix_pred,diff
16599,15761.41,-837.5900000000001
28499,28152.205,-346.79499999999825
24299,22187.87,-2111.130000000001
23489,23474.55,-14.450000000000728
15499,16002.66,503.65999999999985
29999,30394.714666666667,395.71466666666674
14999,15466.915,467.9150000000009
17799,17167.755,-631.244999999999
23499,23366.72,-132.27999999999884
14980,15248.53,268.53000000000065
14499,16033.805,1534.8050000000003
20699,18334.79,-2364.209999999999
14999,15402.775,403.77499999999964
21499,21133.145,-365.85499999999956
18299,18759.32,460.3199999999997
21499,23813.1,2314.0999999999985
23599,22183.045,-1415.9550000000017
11999,12154.0,155.0
20980,21386.395,406.39500000000044
14999,15603.65,604.6499999999996
15999,15934.105,-64.89500000000044
11979,12171.78,192.78000000000065
19999,20974.4,975.4000000000015
23999,24913.315,914.3149999999987
13280,13191.205,-88.79500000000007
17999,19786.0,1787.0
10499,10668.93,169.9300000000003
15799,16784.0,985.0
33299,34159.255,860.2549999999974
15299,17936.72,2637.720000000001
15999,17736.945,1737.9449999999997
14499,14907.55,408.5499999999993
14499,16909.985,2410.9850000000006
15980,17770.795,1790.7949999999983
30799,30223.180555555547,-575.8194444444525
16499,16116.495,-382.5049999999992
13985,14004.66,19.659999999999854
19999,19814.72,-184.27999999999884
36999,36609.085,-389.9150000000009
15399,16090.185,691.1849999999995
12777,13319.245,542.2450000000008
24999,25068.51,69.5099999999984
23299,22733.19404761905,-565.8059523809497
13799,13526.54,-272.4599999999991
29799,26710.955,-3088.0449999999983
11799,14288.01,2489.01
16499,16261.205,-237.79500000000007
16999,17110.285,111.28499999999985
26999,26546.5,-452.5
15999,16387.815,388.8149999999987
14499,14706.25,207.25
17486,16975.325,-510.6749999999993
13199,13741.865,542.8649999999998
26899,26999.98,100.97999999999956
15936,16616.33,680.3300000000017
18979,23907.055,4928.055
18999,16717.195,-2281.8050000000003
24579,24634.265,55.26499999999942
21499,24336.7,2837.7000000000007
12980,14321.43,1341.4300000000003
10499,10644.355,145.35499999999956
12499,13178.555,679.5550000000003
25499,25441.245,-57.75500000000102
15499,15783.075,284.0750000000007
19299,18730.0,-569.0
18989,18477.315,-511.6850000000013
14999,15063.0925,64.09250000000065
10787,17978.945,7191.945
14499,16256.435,1757.4349999999995
10499,10644.355,145.35499999999956
19499,16258.92,-3240.08
9499,9719.9,220.89999999999964
37986,37270.055,-715.9449999999997
15439,19419.97,3980.970000000001
17999,16956.62,-1042.380000000001
17799,19554.685,1755.6850000000013
18799,18071.705,-727.2949999999983
15399,15297.955,-101.04500000000007
21999,21795.1,-203.90000000000146
22499,24459.4325,1960.432499999999
18187,18824.985,637.9850000000006
16980,17820.125,840.125
17699,16930.5,-768.5
17980,18008.475,28.474999999998545
27999,26284.975,-1714.0250000000015
18999,18827.915,-171.08499999999913
12499,15682.81,3183.8099999999995
21499,25195.0,3696.0
15499,16181.62,682.6200000000008
17480,17760.11,280.1100000000006
19799,20457.725,658.7249999999985
16499,16273.53,-225.46999999999935
26499,25160.5,-1338.5
18986,23964.61,4978.610000000001
14999,15073.855,74.85499999999956
23299,24011.15,712.1500000000015
18999,16596.455,-2402.5449999999983
15280,16493.18,1213.1800000000003
13299,12859.955,-439.0450000000001
