prix_reel,prix_pred,diff
27999,27999.0,0.0
18999,18999.0,0.0
12499,12499.0,0.0
21499,24999.0,3500.0
15499,15499.0,0.0
17480,17480.0,0.0
19799,19799.0,0.0
16499,16499.0,0.0
26499,26499.0,0.0
18986,25799.0,6813.0
14999,14999.0,0.0
23299,23299.0,0.0
18999,15999.0,-3000.0
15280,15280.0,0.0
13299,13299.0,0.0
24499,24499.0,0.0
31499,30999.0,-500.0
19999,19999.0,0.0
29480,22578.0,-6902.0
15499,15499.0,0.0
19980,20989.0,1009.0
17900,17900.0,0.0
20499,20499.0,0.0
10799,10799.0,0.0
15299,15299.0,0.0
17499,18999.0,1500.0
21999,21999.0,0.0
18969,17900.0,-1069.0
13279,13279.0,0.0
12990,12990.0,0.0
19499,19499.0,0.0
17280,17280.0,0.0
20999,20999.0,0.0
13299,13299.0,0.0
27999,27999.0,0.0
26499,26499.0,0.0
15499,15499.0,0.0
17999,17999.0,0.0
18980,18980.0,0.0
18799,18799.0,0.0
27299,24980.0,-2319.0
18299,18299.0,0.0
17989,17989.0,0.0
12280,12280.0,0.0
14479,14479.0,0.0
15299,15299.0,0.0
13380,13380.0,0.0
19499,19499.0,0.0
21499,23499.0,2000.0
21499,21499.0,0.0
14799,14877.0,78.0
22980,23999.0,1019.0
16899,16899.0,0.0
33499,36855.0,3356.0
12678,12678.0,0.0
25999,25999.0,0.0
25499,25499.0,0.0
16999,15499.0,-1500.0
18799,18799.0,0.0
18799,18799.0,0.0
17499,17499.0,0.0
14499,14499.0,0.0
20599,20599.0,0.0
14899,14899.0,0.0
24990,24990.0,0.0
15499,17790.0,2291.0
20499,20499.0,0.0
11499,11499.0,0.0
20780,26490.0,5710.0
15999,15999.0,0.0
15999,15999.0,0.0
14999,14999.0,0.0
14999,14999.0,0.0
17999,13689.0,-4310.0
21799,21799.0,0.0
20580,20580.0,0.0
18990,18990.0,0.0
11999,11999.0,0.0
25499,25499.0,0.0
14979,13599.0,-1380.0
18999,18999.0,0.0
18999,18999.0,0.0
16900,16900.0,0.0
11989,11989.0,0.0
22299,22890.0,591.0
13999,13999.0,0.0
24799,23999.0,-800.0
12480,12480.0,0.0
18990,18990.0,0.0
27999,33945.0,5946.0
21499,21499.0,0.0
15279,14980.0,-299.0
37799,37799.0,0.0
38699,36855.0,-1844.0
27999,27990.0,-9.0
15299,17499.0,2200.0
21699,21699.0,0.0
16499,16499.0,0.0
10499,10499.0,0.0
23999,23999.0,0.0
23299,23299.0,0.0
14799,14799.0,0.0
15999,15999.0,0.0
31799,31799.0,0.0
28499,22846.0,-5653.0
